msa,msa_name,fipstate,fipscty,county_name,latitude,longitude
38920,"Port Lavaca, TX Micro Area",48,57,"Calhoun County, Texas",28.5031572,-96.6736551
38940,"Port St. Lucie, FL Metro Area",12,85,"Martin County, Florida",27.0673711,-80.3994412
39020,"Portsmouth, OH Micro Area",39,145,"Scioto County, Ohio",38.823448,-83.017141
39040,"Port Townsend, WA Micro Area",53,31,"Jefferson County, Washington",47.7325289,-123.6328565
39060,"Pottsville, PA Micro Area",42,107,"Schuylkill County, Pennsylvania",40.6936632,-76.2277971
39150,"Prescott Valley-Prescott, AZ Metro Area",4,25,"Yavapai County, Arizona",34.5668857,-112.5515965
39220,"Price, UT Micro Area",49,7,"Carbon County, Utah",39.6023917,-110.6505023
39300,"Providence-Warwick, RI-MA Metro Area",25,5,"Bristol County, Massachusetts",41.7425538,-71.0856545
39340,"Provo-Orem-Lehi, UT Metro Area",49,23,"Juab County, Utah",39.6949628,-112.8342117
39380,"Pueblo, CO Metro Area",8,101,"Pueblo County, Colorado",38.187635,-104.5350145
39420,"Pullman, WA Micro Area",53,75,"Whitman County, Washington",46.9428831,-117.5286172
39460,"Punta Gorda, FL Metro Area",12,15,"Charlotte County, Florida",26.9013269,-81.9156799
39480,"Putnam, CT Micro Area",9,150,"Northeastern Connecticut Planning Region, Connecticut",41.7675225,-71.9745897980998
39500,"Quincy, IL-MO Micro Area",17,1,"Adams County, Illinois",39.9787786,-91.2110065
39540,"Racine-Mount Pleasant, WI Metro Area",55,101,"Racine County, Wisconsin",42.7303792,-87.68034968164059
39580,"Raleigh-Cary, NC Metro Area",37,69,"Franklin County, North Carolina",36.1028596,-78.2787229
39660,"Rapid City, SD Metro Area",46,33,"Custer County, South Dakota",43.6726477,-103.5101597
39700,"Raymondville, TX Micro Area",48,489,"Willacy County, Texas",26.4553947,-97.5947484
39740,"Reading, PA Metro Area",42,11,"Berks County, Pennsylvania",40.4113762,-75.9433305
39780,"Red Bluff, CA Micro Area",6,103,"Tehama County, California",40.1251334,-122.2015529
39820,"Redding, CA Metro Area",6,89,"Shasta County, California",40.7965121,-121.9979194
39860,"Red Wing, MN Micro Area",27,49,"Goodhue County, Minnesota",44.396973,-92.7175627
39900,"Reno, NV Metro Area",32,19,"Lyon County, Nevada",38.9887898,-119.1822042
39940,"Rexburg, ID Micro Area",16,43,"Fremont County, Idaho",44.2309391,-111.4218314
39960,"Rice Lake, WI Micro Area",55,5,"Barron County, Wisconsin",45.423557,-91.8454099
39980,"Richmond, IN Micro Area",18,177,"Wayne County, Indiana",39.8638778,-85.0198586
40060,"Richmond, VA Metro Area",51,7,"Amelia County, Virginia",37.3319664,-78.008448
40080,"Richmond-Berea, KY Micro Area",21,65,"Estill County, Kentucky",37.6896864,-83.9407279
40090,"Rifle, CO Micro Area",8,45,"Garfield County, Colorado",39.5462048,-107.8776144
40100,"Rio Grande City-Roma, TX Micro Area",48,427,"Starr County, Texas",26.5630409,-98.7479897
40140,"Riverside-San Bernardino-Ontario, CA Metro Area",6,65,"Riverside County, California",33.7219991,-116.0372472
40180,"Riverton, WY Micro Area",56,13,"Fremont County, Wyoming",43.0293336,-108.5772551
40220,"Roanoke, VA Metro Area",51,23,"Botetourt County, Virginia",37.5520825,-79.8029569
40260,"Roanoke Rapids, NC Micro Area",37,83,"Halifax County, North Carolina",36.2494056,-77.66834
40300,"Rochelle, IL Micro Area",17,141,"Ogle County, Illinois",42.0397014,-89.3138599
40340,"Rochester, MN Metro Area",27,39,"Dodge County, Minnesota",44.0175404,-92.8678406
40380,"Rochester, NY Metro Area",36,51,"Livingston County, New York",42.7360902,-77.7781416
40420,"Rockford, IL Metro Area",17,7,"Boone County, Illinois",42.321246,-88.8235511
40460,"Rockingham, NC Micro Area",37,153,"Richmond County, North Carolina",35.0288383,-79.7333261
40540,"Rock Springs, WY Micro Area",56,37,"Sweetwater County, Wyoming",41.6239475,-108.9702314
40580,"Rocky Mount, NC Metro Area",37,65,"Edgecombe County, North Carolina",35.9213841,-77.5971695
40620,"Rolla, MO Micro Area",29,161,"Phelps County, Missouri",37.913292,-91.8168126
40660,"Rome, GA Metro Area",13,115,"Floyd County, Georgia",34.2421984,-85.2229248
40700,"Roseburg, OR Micro Area",41,19,"Douglas County, Oregon",43.1922115,-123.1135963
40740,"Roswell, NM Micro Area",35,5,"Chaves County, New Mexico",33.2993426,-104.5133481
40760,"Ruidoso, NM Micro Area",35,27,"Lincoln County, New Mexico",33.7525727,-105.4158806
40770,"Russellville, AL Micro Area",1,59,"Franklin County, Alabama",34.440962,-87.8339064
40780,"Russellville, AR Micro Area",5,115,"Pope County, Arkansas",35.453867,-93.0498623
40820,"Ruston, LA Micro Area",22,61,"Lincoln Parish, Louisiana",32.598162,-92.6792848
40860,"Rutland, VT Micro Area",50,21,"Rutland County, Vermont",43.574224,-73.02562162378587
40900,"Sacramento-Roseville-Folsom, CA Metro Area",6,17,"El Dorado County, California",38.7574137,-120.5276129
40940,"Safford, AZ Micro Area",4,9,"Graham County, Arizona",32.8397096,-109.8685752
40980,"Saginaw, MI Metro Area",26,145,"Saginaw County, Michigan",43.3326882,-84.0468403
41060,"St. Cloud, MN Metro Area",27,9,"Benton County, Minnesota",45.7162129,-94.0481042
41100,"St. George, UT Metro Area",49,53,"Washington County, Utah",37.2393471,-113.525776
41140,"St. Joseph, MO-KS Metro Area",20,43,"Doniphan County, Kansas",39.7831556,-95.1776492
41180,"St. Louis, MO-IL Metro Area",17,5,"Bond County, Illinois",38.8630331,-89.4391416
41260,"St. Marys, PA Micro Area",42,47,"Elk County, Pennsylvania",41.437362,-78.626009
41400,"Salem, OH Micro Area",39,29,"Columbiana County, Ohio",40.7787016,-80.7648602
41420,"Salem, OR Metro Area",41,47,"Marion County, Oregon",44.8964425,-122.7203248
41460,"Salina, KS Micro Area",20,143,"Ottawa County, Kansas",39.1273653,-97.6568094
41500,"Salinas, CA Metro Area",6,53,"Monterey County, California",36.2231079,-121.387742
41540,"Salisbury, MD Metro Area",24,39,"Somerset County, Maryland",38.0630795,-75.8745873
41620,"Salt Lake City-Murray, UT Metro Area",49,35,"Salt Lake County, Utah",40.6632297,-111.9103124
41660,"San Angelo, TX Metro Area",48,235,"Irion County, Texas",31.2931196,-100.980073
41700,"San Antonio-New Braunfels, TX Metro Area",48,13,"Atascosa County, Texas",28.8554434,-98.5316314
41740,"San Diego-Chula Vista-Carlsbad, CA Metro Area",6,73,"San Diego County, California",32.9637838,-116.7706277
41760,"Sandpoint, ID Micro Area",16,17,"Bonner County, Idaho",48.2663565,-116.5952716
41780,"Sandusky, OH Metro Area",39,43,"Erie County, Ohio",41.3506462,-82.640448
41820,"Sanford, NC Micro Area",37,105,"Lee County, North Carolina",35.4691746,-79.1547643
41860,"San Francisco-Oakland-Fremont, CA Metro Area",6,1,"Alameda County, California",37.6090291,-121.899142
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",6,69,"San Benito County, California",36.6231225,-121.1157794
42020,"San Luis Obispo-Paso Robles, CA Metro Area",6,79,"San Luis Obispo County, California",35.3540209,-120.375716
42100,"Santa Cruz-Watsonville, CA Metro Area",6,87,"Santa Cruz County, California",37.050096,-121.99059
42140,"Santa Fe, NM Metro Area",35,49,"Santa Fe County, New Mexico",35.4859674,-106.01355
42200,"Santa Maria-Santa Barbara, CA Metro Area",6,83,"Santa Barbara County, California",34.7136533,-119.985823
42220,"Santa Rosa-Petaluma, CA Metro Area",6,97,"Sonoma County, California",38.5110803,-122.8473388
42300,"Sault Ste. Marie, MI Micro Area",26,33,"Chippewa County, Michigan",46.3111149,-84.6428564
42340,"Savannah, GA Metro Area",13,29,"Bryan County, Georgia",32.0034889,-81.4241017
42380,"Sayre, PA Micro Area",42,15,"Bradford County, Pennsylvania",41.7746685,-76.5264613
42420,"Scottsbluff, NE Micro Area",31,7,"Banner County, Nebraska",41.5584661,-103.7433155
42460,"Scottsboro, AL Micro Area",1,71,"Jackson County, Alabama",34.7692447,-85.9867941
42540,"Scranton--Wilkes-Barre, PA Metro Area",42,69,"Lackawanna County, Pennsylvania",41.4406084,-75.6260271
42580,"Seaford, DE Micro Area",10,5,"Sussex County, Delaware",38.6908097,-75.3691421
42620,"Searcy, AR Micro Area",5,145,"White County, Arkansas",35.2463042,-91.7169687
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",53,33,"King County, Washington",47.4873376,-121.8622122
42680,"Sebastian-Vero Beach-West Vero Corridor, FL Metro Area",12,61,"Indian River County, Florida",27.7041555,-80.5894422
42700,"Sebring, FL Metro Area",12,55,"Highlands County, Florida",27.3513186,-81.3615717
42740,"Sedalia, MO Micro Area",29,159,"Pettis County, Missouri",38.7346291,-93.2991713
42780,"Selinsgrove, PA Micro Area",42,109,"Snyder County, Pennsylvania",40.7615395,-77.0909536
42820,"Selma, AL Micro Area",1,47,"Dallas County, Alabama",32.3117968,-87.1046643
42860,"Seneca, SC Micro Area",45,73,"Oconee County, South Carolina",34.7622221,-83.1099645
42900,"Seneca Falls, NY Micro Area",36,99,"Seneca County, New York",42.7831619,-76.8386051
42940,"Sevierville, TN Micro Area",47,155,"Sevier County, Tennessee",35.8047065,-83.5291901
42980,"Seymour, IN Micro Area",18,71,"Jackson County, Indiana",38.9023184,-86.0650856
43020,"Shawano, WI Micro Area",55,78,"Menominee County, Wisconsin",45.0154357,-88.7089153
43060,"Shawnee, OK Micro Area",40,125,"Pottawatomie County, Oklahoma",35.1783637,-96.969909
43100,"Sheboygan, WI Metro Area",55,117,"Sheboygan County, Wisconsin",43.7128967,-87.9370433
43140,"Shelby-Kings Mountain, NC Micro Area",37,45,"Cleveland County, North Carolina",35.330702,-81.5507523
43180,"Shelbyville, TN Micro Area",47,3,"Bedford County, Tennessee",35.5099479,-86.4507189
43220,"Shelton, WA Micro Area",53,45,"Mason County, Washington",47.3429635,-123.1822758
43260,"Sheridan, WY Micro Area",56,33,"Sheridan County, Wyoming",44.7947537,-106.8222688
43300,"Sherman-Denison, TX Metro Area",48,181,"Grayson County, Texas",33.5636114,-96.6702111
43320,"Show Low, AZ Micro Area",4,17,"Navajo County, Arizona",35.1819775,-110.3549451
43340,"Shreveport-Bossier City, LA Metro Area",22,15,"Bossier Parish, Louisiana",32.6676663,-93.5959786
43380,"Sidney, OH Micro Area",39,149,"Shelby County, Ohio",40.3491604,-84.1593008
43420,"Sierra Vista-Douglas, AZ Metro Area",4,3,"Cochise County, Arizona",31.8514532,-109.8181858
43460,"Sikeston, MO Micro Area",29,133,"Mississippi County, Missouri",36.837087,-89.3336141
43500,"Silver City, NM Micro Area",35,17,"Grant County, New Mexico",32.7548776,-108.3634144
43580,"Sioux City, IA-NE-SD Metro Area",19,193,"Woodbury County, Iowa",42.3775361,-96.0607187
43620,"Sioux Falls, SD-MN Metro Area",27,133,"Rock County, Minnesota",43.6733632,-96.2574328
43640,"Slidell-Mandeville-Covington, LA Metro Area",22,103,"St. Tammany Parish, Louisiana",30.4243909,-89.9730381
43660,"Snyder, TX Micro Area",48,415,"Scurry County, Texas",32.7225172,-100.9052015
43700,"Somerset, KY Micro Area",21,199,"Pulaski County, Kentucky",37.1124781,-84.593893
43740,"Somerset, PA Micro Area",42,111,"Somerset County, Pennsylvania",39.9980022,-79.0415528
43760,"Sonora, CA Micro Area",6,109,"Tuolumne County, California",38.056944,-119.9919351
43780,"South Bend-Mishawaka, IN-MI Metro Area",18,141,"St. Joseph County, Indiana",41.5941578,-86.2787334
43890,"Sparta, WI Micro Area",55,81,"Monroe County, Wisconsin",43.9416755,-90.6397264
43900,"Spartanburg, SC Metro Area",45,83,"Spartanburg County, South Carolina",34.937029,-81.9955954
43940,"Spearfish, SD Micro Area",46,81,"Lawrence County, South Dakota",44.3501591,-103.8248538
43980,"Spencer, IA Micro Area",19,41,"Clay County, Iowa",43.0809373,-95.1407762
44020,"Spirit Lake, IA Micro Area",19,59,"Dickinson County, Iowa",43.3753018,-95.1654279
44060,"Spokane-Spokane Valley, WA Metro Area",53,63,"Spokane County, Washington",47.5354964,-117.4074674
44100,"Springfield, IL Metro Area",17,129,"Menard County, Illinois",40.0166667,-89.7858065
44140,"Springfield, MA Metro Area",25,13,"Hampden County, Massachusetts",42.1285315,-72.6063441
44180,"Springfield, MO Metro Area",29,43,"Christian County, Missouri",36.9586087,-93.1692896
44220,"Springfield, OH Metro Area",39,23,"Clark County, Ohio",39.9229676,-83.7905959
44260,"Starkville, MS Micro Area",28,105,"Oktibbeha County, Mississippi",33.4131096,-88.8937318
44300,"State College, PA Metro Area",42,27,"Centre County, Pennsylvania",40.9381735,-77.7865722
44340,"Statesboro, GA Micro Area",13,31,"Bulloch County, Georgia",32.3846338,-81.744832
44420,"Staunton-Stuarts Draft, VA Metro Area",51,15,"Augusta County, Virginia",38.1793809,-79.1525761
44460,"Steamboat Springs, CO Micro Area",8,81,"Moffat County, Colorado",40.6083135,-108.252345
44500,"Stephenville, TX Micro Area",48,143,"Erath County, Texas",32.1954856,-98.2213499
44540,"Sterling, CO Micro Area",8,75,"Logan County, Colorado",40.7250975,-103.1221379
44580,"Sterling, IL Micro Area",17,195,"Whiteside County, Illinois",41.7612332,-89.9214744
44620,"Stevens Point-Plover, WI Micro Area",55,97,"Portage County, Wisconsin",44.4604931,-89.5108818
44660,"Stillwater, OK Micro Area",40,119,"Payne County, Oklahoma",36.0721527,-96.9456522
44700,"Stockton-Lodi, CA Metro Area",6,77,"San Joaquin County, California",37.9372901,-121.2773719
44740,"Storm Lake, IA Micro Area",19,21,"Buena Vista County, Iowa",42.7445814,-95.1127525
44780,"Sturgis, MI Micro Area",26,149,"St. Joseph County, Michigan",41.9031963,-85.5356726
44860,"Sulphur Springs, TX Micro Area",48,223,"Hopkins County, Texas",33.1368252,-95.5656578
44900,"Summerville, GA Micro Area",13,55,"Chattooga County, Georgia",34.4620931,-85.3660518
44940,"Sumter, SC Metro Area",45,85,"Sumter County, South Carolina",33.8998826,-80.3237032
44980,"Sunbury, PA Micro Area",42,93,"Montour County, Pennsylvania",41.0289528,-76.6615816
45000,"Susanville, CA Micro Area",6,35,"Lassen County, California",40.7685579,-120.730998
45020,"Sweetwater, TX Micro Area",48,353,"Nolan County, Texas",32.2719306,-100.3987748
45060,"Syracuse, NY Metro Area",36,53,"Madison County, New York",42.875882,-75.6802581
45140,"Tahlequah, OK Micro Area",40,21,"Cherokee County, Oklahoma",35.9158661,-94.9950063
45180,"Talladega-Sylacauga, AL Micro Area",1,37,"Coosa County, Alabama",32.9181762,-86.2327497
45220,"Tallahassee, FL Metro Area",12,39,"Gadsden County, Florida",30.5937346,-84.6389937
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",12,53,"Hernando County, Florida",28.5710156,-82.4605068
45340,"Taos, NM Micro Area",35,55,"Taos County, New Mexico",36.4925795,-105.6812782
45380,"Taylorville, IL Micro Area",17,21,"Christian County, Illinois",39.5212598,-89.2829783
45460,"Terre Haute, IN Metro Area",18,21,"Clay County, Indiana",39.3864958,-87.1025862
45500,"Texarkana, TX-AR Metro Area",5,81,"Little River County, Arkansas",33.6968793,-94.2065398
45520,"The Dalles, OR Micro Area",41,65,"Wasco County, Oregon",45.0430227,-121.2154207
45580,"Thomaston, GA Micro Area",13,293,"Upson County, Georgia",32.8641062,-84.2904968
45620,"Thomasville, GA Micro Area",13,131,"Grady County, Georgia",30.867067,-84.2322943
45660,"Tiffin, OH Micro Area",39,147,"Seneca County, Ohio",41.12350185,-83.12789884701573
45700,"Tifton, GA Micro Area",13,277,"Tift County, Georgia",31.45874595,-83.51792416411274
45740,"Toccoa, GA Micro Area",13,257,"Stephens County, Georgia",34.55119,-83.2976462
45780,"Toledo, OH Metro Area",39,51,"Fulton County, Ohio",41.6045817,-84.1141048
45820,"Topeka, KS Metro Area",20,85,"Jackson County, Kansas",39.4030917,-95.8159647
45860,"Torrington, CT Micro Area",9,160,"Northwest Hills Planning Region, Connecticut",41.777500149999995,-73.21249993069905
45880,"Town of Pecos, TX Micro Area",48,389,"Reeves County, Texas",31.232003,-103.6583657
45900,"Traverse City, MI Metro Area",26,19,"Benzie County, Michigan",44.6408868,-85.9928452
45940,"Trenton-Princeton, NJ Metro Area",34,21,"Mercer County, New Jersey",40.2807177,-74.7033717
45980,"Troy, AL Micro Area",1,109,"Pike County, Alabama",31.7615793,-85.9259465
46020,"Truckee-Grass Valley, CA Micro Area",6,57,"Nevada County, California",39.3540335,-120.8089843
46060,"Tucson, AZ Metro Area",4,19,"Pima County, Arizona",32.1112624,-111.6546163
46100,"Tullahoma-Manchester, TN Micro Area",47,31,"Coffee County, Tennessee",35.4906115,-86.069633
46140,"Tulsa, OK Metro Area",40,37,"Creek County, Oklahoma",35.8830723,-96.3835476
46180,"Tupelo, MS Micro Area",28,57,"Itawamba County, Mississippi",34.2774018,-88.3713687
46220,"Tuscaloosa, AL Metro Area",1,63,"Greene County, Alabama",32.8620514,-87.9915392
46300,"Twin Falls, ID Metro Area",16,53,"Jerome County, Idaho",42.702266,-114.286704
46340,"Tyler, TX Metro Area",48,423,"Smith County, Texas",32.3402898,-95.2563971
46380,"Ukiah, CA Micro Area",6,45,"Mendocino County, California",39.3176491,-123.4126399
46460,"Union City, TN Micro Area",47,131,"Obion County, Tennessee",36.3556031,-89.1748819
46500,"Urbana, OH Micro Area",39,21,"Champaign County, Ohio",40.1726987,-83.7701999
46520,"Urban Honolulu, HI Metro Area",15,3,"Honolulu County, Hawaii",21.468151,-157.960511
46540,"Utica-Rome, NY Metro Area",36,43,"Herkimer County, New York",43.4911326,-74.9481252
46620,"Uvalde, TX Micro Area",48,463,"Uvalde County, Texas",29.300357,-99.7733181
46660,"Valdosta, GA Metro Area",13,27,"Brooks County, Georgia",30.8336559,-83.5958387
46700,"Vallejo, CA Metro Area",6,95,"Solano County, California",38.2218938,-121.9163555
46780,"Van Wert, OH Micro Area",39,161,"Van Wert County, Ohio",40.8014651,-84.600988
46820,"Vermillion, SD Micro Area",46,27,"Clay County, South Dakota",42.9190617,-96.9712933
46860,"Vernal, UT Micro Area",49,47,"Uintah County, Utah",40.1943199,-109.5770955
46900,"Vernon, TX Micro Area",48,487,"Wilbarger County, Texas",34.0265157,-99.2085961
46980,"Vicksburg, MS Micro Area",28,149,"Warren County, Mississippi",32.3649516,-90.7975574
47020,"Victoria, TX Metro Area",48,175,"Goliad County, Texas",28.6467776,-97.4379552
47080,"Vidalia, GA Micro Area",13,209,"Montgomery County, Georgia",32.0839135,-82.539273
47180,"Vincennes, IN Micro Area",18,83,"Knox County, Indiana",38.687009,-87.3811461
47220,"Vineland, NJ Metro Area",34,11,"Cumberland County, New Jersey",39.3183341,-75.1623239
47240,"Vineyard Haven, MA Micro Area",25,7,"Dukes County, Massachusetts",41.3926378,-70.642011
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",37,29,"Camden County, North Carolina",36.3106247,-76.1150606
47300,"Visalia, CA Metro Area",6,107,"Tulare County, California",36.2516475,-118.852583
47340,"Wabash, IN Micro Area",18,169,"Wabash County, Indiana",40.8065352,-85.7833563
47380,"Waco, TX Metro Area",48,35,"Bosque County, Texas",31.8778358,-97.6561014
47420,"Wahpeton, ND-MN Micro Area",27,167,"Wilkin County, Minnesota",46.3258354,-96.4586194
47460,"Walla Walla, WA Metro Area",53,71,"Walla Walla County, Washington",46.2055155,-118.5174284
47540,"Wapakoneta, OH Micro Area",39,11,"Auglaize County, Ohio",40.5942186,-84.2641951
47580,"Warner Robins, GA Metro Area",13,153,"Houston County, Georgia",32.4659752,-83.631394
47620,"Warren, PA Micro Area",42,123,"Warren County, Pennsylvania",41.8119602,-79.2654452
47660,"Warrensburg, MO Micro Area",29,101,"Johnson County, Missouri",38.7295547,-93.8161034
47700,"Warsaw, IN Micro Area",18,85,"Kosciusko County, Indiana",41.2351957,-85.8529731
47780,"Washington, IN Micro Area",18,27,"Daviess County, Indiana",38.6776099,-87.0813484
47820,"Washington, NC Micro Area",37,13,"Beaufort County, North Carolina",35.469331,-76.8927522
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",11,1,"District of Columbia, District of Columbia",38.889059149999994,-77.04016998008728
47920,"Washington Court House, OH Micro Area",39,47,"Fayette County, Ohio",39.5839889,-83.4401122
47930,"Waterbury-Shelton, CT Metro Area",9,140,"Naugatuck Valley Planning Region, Connecticut",41.487541050000004,-73.09194516192876
47940,"Waterloo-Cedar Falls, IA Metro Area",19,13,"Black Hawk County, Iowa",42.4607526,-92.3030235
47980,"Watertown, SD Micro Area",46,29,"Codington County, South Dakota",44.9695646,-97.1976513
48020,"Watertown-Fort Atkinson, WI Micro Area",55,55,"Jefferson County, Wisconsin",43.0224668,-88.7673031
48060,"Watertown-Fort Drum, NY Metro Area",36,45,"Jefferson County, New York",44.059311,-75.9995742
48140,"Wausau, WI Metro Area",55,73,"Marathon County, Wisconsin",44.8914036,-89.7748098
48180,"Waycross, GA Micro Area",13,229,"Pierce County, Georgia",31.3430068,-82.2352189
48200,"Waynesville, NC Micro Area",37,87,"Haywood County, North Carolina",35.5456202,-82.9907823
48220,"Weatherford, OK Micro Area",40,39,"Custer County, Oklahoma",35.6286063,-99.0092034
48260,"Weirton-Steubenville, WV-OH Metro Area",39,81,"Jefferson County, Ohio",40.3792938,-80.7847619
48300,"Wenatchee-East Wenatchee, WA Metro Area",53,7,"Chelan County, Washington",47.8012197,-120.6276904
48460,"West Plains, MO Micro Area",29,91,"Howell County, Missouri",36.766989,-91.9151975
48540,"Wheeling, WV-OH Metro Area",39,13,"Belmont County, Ohio",40.0057737,-81.0097516
48580,"Whitewater-Elkhorn, WI Micro Area",55,127,"Walworth County, Wisconsin",42.6711513,-88.5467715
48620,"Wichita, KS Metro Area",20,15,"Butler County, Kansas",37.77924,-96.8456342
48660,"Wichita Falls, TX Metro Area",48,9,"Archer County, Texas",33.5816594,-98.7044869
48680,"Wildwood-The Villages, FL Metro Area",12,119,"Sumter County, Florida",28.6689748,-82.076402
48700,"Williamsport, PA Metro Area",42,81,"Lycoming County, Pennsylvania",41.3472688,-77.0220348
48780,"Williston, ND Micro Area",38,105,"Williams County, North Dakota",48.3629861,-103.4958386
48820,"Willmar, MN Micro Area",27,67,"Kandiyohi County, Minnesota",45.142373,-95.0025846
48900,"Wilmington, NC Metro Area",37,19,"Brunswick County, North Carolina",34.0718195,-78.1914215
48940,"Wilmington, OH Micro Area",39,27,"Clinton County, Ohio",39.4259873,-83.8445792
48980,"Wilson, NC Micro Area",37,195,"Wilson County, North Carolina",35.7059114,-77.9175714
49010,"Winchester, TN Micro Area",47,51,"Franklin County, Tennessee",35.1680139,-86.1084401
49020,"Winchester, VA-WV Metro Area",51,69,"Frederick County, Virginia",39.2127031,-78.279166
49080,"Winnemucca, NV Micro Area",32,13,"Humboldt County, Nevada",41.429394,-118.2024818
49100,"Winona, MN Micro Area",27,169,"Winona County, Minnesota",43.9582272,-91.7807784
49180,"Winston-Salem, NC Metro Area",37,57,"Davidson County, North Carolina",35.7902384,-80.2115053
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",55,141,"Wood County, Wisconsin",44.4517617,-90.0199618
49260,"Woodward, OK Micro Area",40,153,"Woodward County, Oklahoma",36.374499,-99.2455382
49300,"Wooster, OH Micro Area",39,169,"Wayne County, Ohio",40.8615819,-81.9034617
49340,"Worcester, MA Metro Area",25,27,"Worcester County, Massachusetts",42.3705781,-71.8677242
49380,"Worthington, MN Micro Area",27,105,"Nobles County, Minnesota",43.6634212,-95.7527672
49420,"Yakima, WA Metro Area",53,77,"Yakima County, Washington",46.4135961,-120.730253
49460,"Yankton, SD Micro Area",46,135,"Yankton County, South Dakota",43.0115255,-97.3967561
49620,"York-Hanover, PA Metro Area",42,133,"York County, Pennsylvania",39.973143050000004,-76.74297462376592
49660,"Youngstown-Warren, OH Metro Area",39,99,"Mahoning County, Ohio",40.9830133,-80.7826416
49700,"Yuba City, CA Metro Area",6,101,"Sutter County, California",38.9509675,-121.697088
49740,"Yuma, AZ Metro Area",4,27,"Yuma County, Arizona",32.7915374,-113.897503
49780,"Zanesville, OH Micro Area",39,119,"Muskingum County, Ohio",40.0064162,-81.9984697
49820,"Zapata, TX Micro Area",48,505,"Zapata County, Texas",26.9879626,-99.1673556
